ID,Award Name,Organization,Purpose,Level of Study,Award Type,Award Amount,Deadline
9996533,Michael A. Smiarowski Memorial Scholarship Fund,Community Foundation of Western Massachusetts,To support Turners Falls High School or Frontier Regional High School graduates pursuing college education.,"Associate Degree
Bachelor's Degree
Vocational",Scholarship,N/A,April
9998075,Michael Clarkson Ryan Memorial Scholarship,Beta Theta Pi,To financially assist Betas in pursuing undergraduate and graduate degrees.,"Bachelor's Degree
Graduate Degree",Scholarship,"$2,300 ",April
9998067,Michael W. Toennis Scholarship,Beta Theta Pi,To financially assist Betas in pursuing college degrees.,"Bachelor's Degree
Graduate Degree",Scholarship,$850 ,April
9996058,Michele L. McDonald Memorial Scholarship,The Educational Foundation for Women in Accounting,To provide financial assistance to female reentry students who wish to pursue a degree in accounting.,Bachelor's Degree,Scholarship,"$1,000 ",April
9999908,Mike and Gail Donley Spouse Scholarship,Air Force Association,"To encourage Air and Space Force spouses worldwide to pursue associate, bachelor, or graduate/postgraduate degrees.","Bachelor's Degree
Graduate Degree
Professional Development",Scholarship,"$2,500 ",April
9996675,Milan and Aliki Glumidge Scholarship,Community Foundation of the Virgin Islands,To support USVI students pursuing degrees in hospitality and/or culinary arts.,"Bachelor's Degree
Vocational",Scholarship,"$2,500 ",April
9993257,Mill Creek Chamber of Commerce Scholarship,Mill Creek Chamber of Commerce,To encourage and assist local high school students in their pursuit of higher learning in business or fine arts.,"Bachelor's Degree
High School",Scholarship,"$2,000 ",April
9990105,Minnie Hopkins Scholarship Fund,Stark Community Foundation,To assist applicants who have graduated from Canton City School District.,"Bachelor's Degree
Graduate Degree",Scholarship,N/A,April
9994145,Minoru Yasui Memorial Scholarship,Japanese American Citizens League,"To provide financial assistance to students who study may include sociology, law or education.","Bachelor's Degree
Graduate Degree",Scholarship,N/A,April
9995755,Monica M. Weaver Memorial Fund,First Community Foundation Partnership of Pennsylvania,To recognize a area high-schoolers pursuing higher education.,"Bachelor's Degree
High School",Scholarship,N/A,April
9996825,Montague-Mount Hamilton Goodwill Games Scholarship Fund,Community Foundation of Prince Edward Island,To supporting the Montague - Mount Hamilton Goodwill Games.,Graduate Degree,Scholarship,N/A,April
9999513,Morgan Stanley Pediatrics Fellowships,American Australian Association,To support Australian or American researchers who wish to conduct research in pediatrics at a top U.S. or Australian educational or research institution.,"Graduate Degree
Professional Development",Fellowship,"$40,000 ",April
9995769,Morton and Beatrice Harrison Scholarship Fund,First Community Foundation Partnership of Pennsylvania,To provide financial assistance to young adults who have come to the attention of the Lycoming County's Probation Department as a result of legal offenses as juveniles or young adults; or at-risk behavior graduating students from a Lycoming County high school.,"Bachelor's Degree
High School",Scholarship,N/A,April
9993211,Morton Cure Paralysis Fund Research Grants,Morton Cure Paralysis Fund,To develop effective therapies for paralysis associated with spinal cord injury and other disorders of the central nervous system.,"Associate Degree
Bachelor's Degree
Graduate Degree
High School
Professional Development
Vocational",Grant,N/A,April
9996057,Moss Adams Foundation Scholarship,The Educational Foundation for Women in Accounting,To provide financial assistance to female students pursuing degrees in accounting.,Bachelor's Degree,Scholarship,"$1,000 ",April
9993632,MSEA/SEIU Part-time Student Members Scholarships,Maine State Employees Association,To provide financial assistance to students who want to pursue higher education.,Bachelor's Degree,Scholarship,$500 ,April
9996566,Mt. Sugarloaf Lodge Memorial Fund,Community Foundation of Western Massachusetts,To provide college scholarships to Frontier Regional High School graduates.,"Associate Degree
Bachelor's Degree
Vocational",Scholarship,"$3,000 ",April
9993591,MTS Student Scholarship for Graduate Students,Marine Technology Society Inc.,"To provide scholarships to students focused on studying marine technology, marine engineering, or marine science.",Graduate Degree,Scholarship,"$2,000 ",April
9998009,Muddy Waters Scholarships,Blues Heaven Foundation,To provide financial assistance for students in Chicago.,"Bachelor's Degree
Graduate Degree",Scholarship,"$2,000 ",April
9995764,Muncy Rotary Club Scholarship Fund,First Community Foundation Partnership of Pennsylvania,To recognize a area high-schoolers pursuing higher education.,"Bachelor's Degree
High School",Scholarship,N/A,April
9995763,Muncy Scholars Awards Fund,First Community Foundation Partnership of Pennsylvania,To recognize a area high-schoolers pursuing higher education.,"Bachelor's Degree
High School",Scholarship,N/A,April
9993636,Murray L. Brown Scholarships,Maine State Employees Association,To support students who have relationships with a dues-paying MSEA/SEIU member.,Bachelor's Degree,Scholarship,"$1,000 ",April
9992437,"NAB Dollars for Scholars $1,000 College Scholarship","North American Bancard Holdings, LLC",To provide financial support to a business student who demonstrates thoughtful ideas about the future of payments.,"Bachelor's Degree
Graduate Degree",Scholarship,"$1,000 ",April
9993071,NASE Dependent Scholarships,National Association for the Self-Employed,To offer for ease that financial burden by offering educational scholarships for your dependents.,"Bachelor's Degree
High School",Scholarship,"$3,000 ",April
9993073,NASSLEO Scholarships - Region I,National Association of School Safety and Law Enforcement Officials,To provide financial assistance to students who have chosen to further their education and are considering a career in school security and/or law enforcement.,Bachelor's Degree,Scholarship,"$2,000 ",April
9996570,Nate McKinney Memorial Scholarship Fund,Community Foundation of Western Massachusetts,To provide postsecondary scholarships to Gateway Regional High School graduating seniors.,"Associate Degree
Bachelor's Degree
Vocational",Scholarship,"$3,000 ",April
9996565,National Association of Insurance and Financial Advisors Scholarship,Community Foundation of Western Massachusetts,To provide educational scholarships to deserving students in Western Massachusetts.,"Associate Degree
Bachelor's Degree
Vocational",Scholarship,"$3,000 ",April
9992952,National Dental Hygienists' Association Scholarships,National Dental Hygienists' Association,To increase interest in dental hygiene particularly among African American students by providing financial assistance.,"Bachelor's Degree
Graduate Degree",Scholarship,"$500
$1,000
$2,500",April
9992833,National LGBTQ+ Bar Law School Scholarship,The National LGBTQ+ Bar Association and Foundation,To assist law students who are passionate about equality for the LGBTQ+ community.,N/A,Scholarship,"$2,500 ",April
9992824,National Merit Scholarship Program,National Merit Scholarship Corporation,To support the education of undergraduate students.,"Bachelor's Degree
High School",Scholarship,"$2,500 ",April
9992809,National Poultry and Food Distributors Association Scholarships,National Poultry and Food Distributors Association,To provide students from NPFDA member families.,"Bachelor's Degree
High School",Scholarship,"$20,000 ",April
9993035,NBNA Social Justice Scholarship,National Black Nurses Association,To support members pursuing further education in nursing.,N/A,Scholarship,"$1,000 ",April
9992264,NDSGC Graduate Fellowships,North Dakota Space Grant Consortium,To provide financial assistance for outstanding students studying at North Dakota Universities to complete research fellowships at the graduate level.,Graduate Degree,"Fellowship
Scholarship","$2,850
$4,500",April
9992263,NDSGC Summer Faculty Fellowship,North Dakota Space Grant Consortium,"To assist faculty in creating or revising a college-level course that is in a Science, Technology, Education, or Mathematics (STEM) field and is NASA-relevant.","Associate Degree
Bachelor's Degree
Graduate Degree
High School
Professional Development
Vocational",Fellowship,"$4,500 ",April
9992635,Nebraska Agricultural Education Student Teacher Scholarship,Nebraska Farm Bureau,To support students in the University of Nebraska Lincoln agricultural education teacher education program.,Bachelor's Degree,Scholarship,"$1,500 ",April
9992593,NEEBC Scholarship Award,New England Employee Benefits Council,"To further the aims of the Council, which is to advance the knowledge and education of individuals in the employee benefits field, or those aspiring to careers in employee benefits.","Bachelor's Degree
Graduate Degree",Scholarship,"$5,000 ",April
9989086,Nell and Spencer Waggoner Scholarship,Winston-Salem Foundation,To provide scholarships to graduating high school seniors who attend a Forsyth county high school.,"Bachelor's Degree
Graduate Degree
High School",Scholarship,N/A,April
9992626,NESCPA Fifth-year (150 hour) scholarships,Nebraska Society of Certified Public Accountants,To financially support accounting students.,Graduate Degree,Scholarship,N/A,April
9991159,Neumeier Family Leadership Award,Public Relations Student Society of America,To support members pursuing undergraduate or graduate degrees.,"Bachelor's Degree
Graduate Degree",Scholarship,"$1,000 ",April
